developer,project,lender,date,status,account
6600,200,6605,1/18/2020,delivered,FO4428876-I6F5
6600,200,6605,4/21/2020,delivered,ZI7755437-F9L4
6600,310,6605,1/29/2020,delivered,ZJ4851763-C4R6
6600,310,6605,1/24/2020,delivered,HC0589962-C9T6
6600,200,6605,4/3/2020,delivered,VR8349621-G2N2
6600,912,6605,4/22/2020,delivered,JF8630137-I0Y0
6600,200,6605,1/22/2020,delivered,KQ4404190-A6E8
6600,200,6605,1/6/2020,delivered,KM7044699-V3F9
6600,310,6605,1/23/2020,delivered,MM8945893-I3S5
6600,912,6605,4/18/2020,delivered,RP1204233-J0Z5
6600,310,6605,1/1/2020,delivered,OE3349134-R0N7
6600,310,6605,2/10/2020,delivered,NE4346072-A7Z4
6600,912,6605,2/16/2020,delivered,ML2142978-G3H4
6600,200,6605,1/21/2020,delivered,NZ8051777-Z3Y9
6600,200,6605,2/18/2020,delivered,PW9803611-F5B0
6600,912,6605,1/15/2020,delivered,VD1612981-S9S6
6600,200,6605,1/1/2020,delivered,YE5895827-I3Q9
6600,912,6605,2/21/2020,delivered,WC2081709-D6S8
6600,200,6605,1/14/2020,delivered,KC9336675-F9O0
6600,912,6605,4/14/2020,delivered,UV5596288-G5Q9
6600,200,6605,3/30/2020,delivered,VR3197797-U7R8
6600,912,6605,1/8/2020,failed,EQ6495837-K6Z6
6600,310,6605,3/29/2020,bounce,PO8023634-W3X5
6600,310,6605,2/24/2020,delivered,EN0852583-I7M7
6600,912,6605,2/17/2020,delivered,GN9165491-N7T9
6600,912,6605,3/23/2020,delivered,WJ9758661-L8W7
6600,310,6605,3/16/2020,delivered,YK4614049-T4E7
6600,200,6605,3/21/2020,delivered,FC5531531-G1I2
6600,310,6605,4/19/2020,delivered,MP4968765-R3L3
6600,912,6605,4/13/2020,delivered,HO3845798-M7Z3
6600,200,6605,2/18/2020,delivered,BI7981650-Y2F1
6600,200,6605,2/11/2020,delivered,QL7158602-R6K6
6600,912,6605,2/2/2020,delivered,RS7306200-A4G1
6600,912,6605,4/13/2020,delivered,RS1904781-S7P0
6600,912,6605,1/19/2020,failed,LV2297839-Y3Q7
6600,912,6605,3/2/2020,delivered,UW9923255-R3H8
6600,912,6605,3/24/2020,delivered,SC5472878-L1X5
6600,310,6605,2/27/2020,failed,PY4079902-X8B1
6600,200,6605,1/7/2020,delivered,IB7446604-X7Z2
6600,310,6605,3/12/2020,delivered,NQ1103658-U1Q9
6600,200,6605,2/27/2020,delivered,CE2923868-Q9A2
6600,912,6605,1/23/2020,bounce,FZ2106770-I0G9
6600,912,6605,2/10/2020,delivered,AG7135666-G4O9
6600,200,6605,1/25/2020,delivered,SQ7420504-Z6H1
6600,310,6605,3/22/2020,delivered,AH2388999-O7W6
6600,912,6605,3/17/2020,delivered,JT0547006-R8C8
6600,310,6605,2/24/2020,delivered,SP8289394-L3X0
6600,200,6605,4/15/2020,delivered,OW8434630-K5L6
6600,200,6605,2/11/2020,delivered,UA4725994-G2H3
6600,200,6605,1/24/2020,delivered,TF8028229-Q2N4
6600,912,6605,2/25/2020,delivered,QO7414383-Q8L9
6600,912,6605,3/17/2020,delivered,XF4732613-C8B1
6600,200,6605,1/1/2020,delivered,TY2559943-M5V4
6600,310,6605,3/6/2020,delivered,XO1783212-D1F1
6600,912,6605,1/28/2020,delivered,HC4030667-W9G8
6600,200,6605,1/31/2020,delivered,AP8678493-H8O4
6600,310,6605,4/4/2020,delivered,MM4011149-Y2B0
6600,310,6605,4/10/2020,delivered,ZU8343124-S1Y2
6600,200,6605,1/15/2020,delivered,NU0862618-H1G9
6600,912,6605,4/14/2020,delivered,PQ7828370-W1C8
6600,200,6605,4/18/2020,delivered,XE5617745-V6D0
6600,200,6605,1/14/2020,delivered,HJ5273061-B0D2
6600,310,6605,1/1/2020,failed,FC9059224-G2R0
6600,200,6605,2/17/2020,delivered,HX1455527-L8P0
6600,200,6605,3/6/2020,delivered,RA0499104-H0K2
6600,310,6605,2/19/2020,delivered,TG8329847-E7N4
6600,200,6605,3/2/2020,bounce,WC3309490-U5V7
6600,310,6605,4/21/2020,delivered,GT4942795-B4Z6
6600,200,6605,1/1/2020,delivered,GA9281266-R0Y1
6600,200,6605,2/16/2020,delivered,CR3897015-V9P7
6600,912,6605,4/5/2020,delivered,WX4712444-C0A2
6600,912,6605,2/10/2020,delivered,AY4329482-Q9C6
6600,912,6605,3/30/2020,bounce,RJ5952062-K2O3
6600,200,6605,1/4/2020,delivered,BU2493654-O8S3
6600,912,6605,4/15/2020,delivered,UD9063049-C9J3
6600,912,6605,1/4/2020,delivered,JB0750581-B5C2
6600,310,6605,1/16/2020,delivered,IX4240990-B3P2
6600,912,6605,4/11/2020,delivered,OR8445138-A0B1
6600,912,6605,1/15/2020,delivered,KF9624087-Z2J7
6600,912,6605,1/31/2020,delivered,ZY0147029-A5M2
6600,310,6605,4/21/2020,delivered,TH7007021-M9A3
6600,912,6605,2/8/2020,delivered,TV7402874-C9Z7
6600,200,6605,4/1/2020,delivered,SJ9650561-G1U7
6600,310,6605,2/11/2020,bounce,AM8678182-B2J3
6600,310,6605,1/19/2020,delivered,XX3282326-J5Q1
6600,310,6605,4/14/2020,delivered,QU0819882-P2M6
6600,912,6605,4/18/2020,delivered,VZ5365124-S1Q8
6600,912,6605,1/26/2020,delivered,SG4089537-G2C7
6600,310,6605,3/24/2020,delivered,NU1481706-Z9Q2
6600,912,6605,1/26/2020,delivered,OW8453260-O2D2
6600,310,6605,2/29/2020,bounce,VC9824517-P3P7
6600,310,6605,1/30/2020,failed,NB3673874-Z9U1
6600,912,6605,1/1/2020,delivered,MQ1154383-W3I6
6600,310,6605,2/20/2020,delivered,ZM3982287-I6V2
6600,912,6605,3/15/2020,failed,OK9273729-I2N0
6600,310,6605,1/9/2020,delivered,AN8806409-K6T9
6600,912,6605,4/6/2020,delivered,EE1851083-F0O0
6600,310,6605,1/1/2020,delivered,IM9876695-P2U0
6600,912,6605,2/12/2020,delivered,JO0956767-W5W5
6600,912,6605,1/27/2020,delivered,XB0821430-I4X8
6600,310,6605,1/26/2020,delivered,AZ5045163-N7F8
6600,200,6605,2/20/2020,delivered,RR1134847-K8E1
6600,310,6605,2/15/2020,delivered,SD7567105-M3E9
6600,912,6605,3/5/2020,delivered,IK1653576-T0J6
6600,310,6605,3/13/2020,delivered,FX9777202-O5H0
6600,200,6605,2/13/2020,delivered,RR9360840-Q9A3
6600,310,6605,1/15/2020,delivered,ID4911116-K0C5
6600,912,6605,2/21/2020,delivered,AB6217914-W1E2
6600,200,6605,1/12/2020,delivered,IB2473653-U8V2
6600,200,6605,3/24/2020,delivered,UA6688608-D8B3
6600,310,6605,1/12/2020,delivered,CR2545507-Z5W3
6600,912,6605,1/23/2020,delivered,RV9663611-L7L2
6600,200,6605,3/11/2020,delivered,MG2194897-N3Z6
6600,200,6605,2/17/2020,delivered,GD4792132-O9R7
6600,912,6605,2/1/2020,delivered,HY4509170-A2O2
6600,310,6605,1/16/2020,delivered,FX4471765-Y1H5
6600,310,6605,2/15/2020,bounce,CZ2528235-H7A5
6600,200,6605,4/12/2020,delivered,ZJ8991714-Z3J1
6600,200,6605,2/20/2020,delivered,WO5077164-O0C4
6600,200,6605,1/14/2020,delivered,EC6332518-S6D4
6600,912,6605,2/1/2020,delivered,FC4066462-U6V8
6600,912,6605,3/8/2020,delivered,DD4411178-F5P2
6600,912,6605,2/18/2020,delivered,PA0250076-V9C6
6600,912,6605,2/24/2020,delivered,XI7770757-P3X5
6600,310,6605,3/17/2020,bounce,WG4545041-Y4D9
6600,200,6605,1/26/2020,delivered,QP1082405-C9P1
6600,912,6605,2/27/2020,bounce,LL9372368-C5A9
6600,310,6605,4/10/2020,delivered,SM4141029-Y0F7
6600,310,6605,3/4/2020,delivered,TI8767776-N7V3
6600,310,6605,4/6/2020,delivered,NP2813645-E5J6
6600,310,6605,4/17/2020,bounce,JT7253196-U1F6
6600,200,6605,3/14/2020,failed,IN5254761-W8P0
6600,310,6605,2/26/2020,delivered,VN3920999-Z7I5
6600,200,6605,2/25/2020,delivered,XM1033907-O7Y0
6600,200,6605,4/17/2020,delivered,ZR0390365-B9L4
6600,200,6605,1/23/2020,delivered,SG8143898-E5O7
6600,200,6605,2/6/2020,delivered,QV5074760-C7J1
6600,912,6605,3/27/2020,delivered,GW2895790-U6Y2
6600,310,6605,2/20/2020,delivered,UH5201916-P6Z8
6600,310,6605,2/25/2020,delivered,US1141535-S8N4
6600,310,6605,1/8/2020,delivered,TN2270788-B0J7
6600,200,6605,3/3/2020,delivered,LD0598625-T9G7
6600,200,6605,4/18/2020,delivered,TN2080529-E3G4
6600,912,6605,2/10/2020,delivered,VF3300587-I0R8
6600,200,6605,1/7/2020,delivered,DV5273391-P3E8
6600,912,6605,1/19/2020,delivered,IN0259535-D1G6
6600,200,6605,1/22/2020,delivered,YC7459389-V4C2
6600,200,6605,2/23/2020,delivered,HK1378558-T6G7
6600,310,6605,3/6/2020,bounce,QW1878211-I3Y8
6600,912,6605,2/9/2020,delivered,XX7300986-S5Q3
6600,912,6605,1/10/2020,delivered,PN0745815-J8R4
6600,200,6605,2/1/2020,delivered,JL1776192-W4F9
6600,912,6605,1/2/2020,delivered,OG5102172-B3Z5
6600,200,6605,1/15/2020,delivered,BB8165753-L4C6
6600,310,6605,2/13/2020,delivered,AB9535933-J6H4
6600,912,6605,1/25/2020,delivered,PK0723393-E5I8
6600,200,6605,2/28/2020,delivered,EE2340864-V3T2
6600,310,6605,4/8/2020,bounce,BA3061769-M9X9
6600,912,6605,2/22/2020,delivered,FW7814732-J4Z9
6600,200,6605,3/15/2020,delivered,GI2499290-D3S8
6600,200,6605,4/18/2020,delivered,DM2283320-Q1R2
6600,912,6605,2/2/2020,delivered,WC2305817-E6R8
6600,310,6605,2/2/2020,delivered,YY8383714-Z3J4
6600,912,6605,4/18/2020,delivered,WP9610759-U2C2
6600,310,6605,4/10/2020,delivered,XM5542039-C9A3
6600,310,6605,1/16/2020,delivered,BZ8367392-P0J1
6600,310,6605,2/1/2020,delivered,GZ8524976-R6H8
6600,310,6605,1/31/2020,delivered,EZ2816825-Z6U9
6600,200,6605,3/5/2020,delivered,IC7647715-P8O9
6600,200,6605,3/27/2020,delivered,CD6807655-S4G5
6600,310,6605,2/12/2020,failed,ZC1195175-N5E4
6600,200,6605,1/6/2020,delivered,LT7467343-X1H7
6600,912,6605,3/14/2020,delivered,PI9527346-O3F4
6600,912,6605,1/21/2020,delivered,IU7485053-O8C6
6600,912,6605,3/24/2020,delivered,PS4763607-N9D7
6600,912,6605,2/10/2020,delivered,WW7701962-P1F7
6600,200,6605,3/14/2020,delivered,SU7542104-L7U6
6600,310,6605,2/27/2020,delivered,VW5571866-E7W3
6600,310,6605,1/16/2020,delivered,KC9903864-G6B7
6600,200,6605,4/22/2020,delivered,WX3292390-R6T8
6600,912,6605,3/31/2020,delivered,MC1649256-S1Z2
6600,310,6605,1/26/2020,delivered,PY0480573-Z9E4
6600,200,6605,1/14/2020,bounce,UK8511497-Y0C7
6600,912,6605,3/8/2020,delivered,VC8926012-B9E8
6600,912,6605,3/15/2020,delivered,RD2648648-O9L4
6600,912,6605,1/13/2020,failed,ML3535497-K8U7
6600,310,6605,4/6/2020,delivered,SJ0992894-S1V7
6600,200,6605,3/11/2020,delivered,AC2324459-Q6A7
6600,310,6605,4/12/2020,delivered,EQ7358555-U6Q3
6600,200,6605,4/4/2020,delivered,UA3778641-P0Q8
6600,200,6605,1/28/2020,delivered,QZ4703848-C5I9
6600,310,6605,1/3/2020,delivered,TL7755911-V5T3
6600,200,6605,1/22/2020,delivered,VV9325307-U3N1
6600,310,6605,3/1/2020,failed,QG7324128-U9D1
6600,912,6605,3/14/2020,bounce,FE1822383-I3V8
6600,310,6605,1/20/2020,delivered,ZN5239068-E9B3
6600,912,6605,2/8/2020,delivered,OE6140249-V6U8
6600,310,6605,3/21/2020,delivered,KJ9152102-T4R5
6600,912,6605,1/10/2020,delivered,YB2506628-O7F1
6600,310,6605,4/22/2020,delivered,NB2241181-I1F8
6600,912,6605,2/17/2020,delivered,YT9603949-N9E3
6600,310,6605,1/8/2020,delivered,MD0278864-K2J7
6600,912,6605,1/14/2020,delivered,XG4312517-M2Q3
6600,200,6605,3/7/2020,delivered,PH7287359-F9J1
6600,310,6605,4/10/2020,delivered,UL8213608-M8X7
6600,310,6605,4/8/2020,delivered,VQ7442498-M5P9
6600,200,6605,2/10/2020,delivered,CH0692967-Z4L8
6600,200,6605,1/17/2020,delivered,FO9843213-E1Z3
6600,310,6605,4/4/2020,delivered,UV0727609-D9Q4
6600,310,6605,1/13/2020,delivered,ME2171141-I6J1
6600,310,6605,3/24/2020,delivered,EM0980843-G3D9
6600,310,6605,4/5/2020,delivered,MO8814541-O4I8
6600,310,6605,3/9/2020,delivered,IR7828991-K9E8
6600,912,6605,2/18/2020,delivered,RJ5581861-Y6O7
6600,912,6605,1/30/2020,delivered,PL7979370-X4B1
6600,200,6605,4/21/2020,delivered,AR4593825-G6N2
6600,310,6605,3/30/2020,delivered,LG5850394-R2H9
6600,200,6605,4/21/2020,delivered,NT7990085-E2R6
6600,200,6605,3/26/2020,delivered,TV5780956-U4C2
6600,310,6605,3/6/2020,delivered,OA3643939-L1P4
6600,912,6605,2/20/2020,failed,OV2766440-L4C0
6600,310,6605,2/19/2020,delivered,PY5368164-C0D5
6600,310,6605,1/24/2020,delivered,UT6603165-Y6G0
6600,200,6605,4/2/2020,delivered,GU0424364-J0W2
6600,912,6605,3/18/2020,delivered,KS2704283-O8P0
6600,912,6605,1/13/2020,bounce,JQ5087753-Y8C5
6600,200,6605,1/24/2020,delivered,NX6514055-Z7N5
6600,912,6605,2/1/2020,bounce,TK4940150-A2J1
6600,310,6605,4/20/2020,delivered,WD8868505-T2F4
6600,912,6605,1/27/2020,delivered,CW9152943-X6Z0
6600,310,6605,1/19/2020,delivered,SB1414060-F6A0
6600,912,6605,3/29/2020,delivered,IY1926967-V2Q9
6600,200,6605,4/3/2020,bounce,CW2082596-V2B6
6600,912,6605,3/6/2020,delivered,QF4258589-W9O5
6600,912,6605,2/19/2020,delivered,MD4865706-B1O4
6600,200,6605,3/22/2020,delivered,HC1082433-Y5U7
6600,912,6605,4/16/2020,delivered,NW1130840-E1A3
6600,310,6605,2/17/2020,delivered,HJ7143505-A4C2
6600,912,6605,2/29/2020,failed,DH1427627-H0Y9
6600,912,6605,1/30/2020,delivered,HY1907308-O7W5
6600,200,6605,4/17/2020,delivered,PX0991630-V0Q2
6600,310,6605,2/3/2020,delivered,VF7059345-T5Z8
6600,310,6605,3/3/2020,delivered,UV9899637-M7D8
6600,912,6605,3/27/2020,delivered,JY0597896-K3P4
6600,310,6605,2/16/2020,delivered,RZ2477098-R3C2
6600,200,6605,3/23/2020,delivered,XJ6217890-O5O8
6600,912,6605,4/18/2020,delivered,YH4713432-K6P9
6600,310,6605,4/8/2020,delivered,VV5019270-A5P8
6600,912,6605,2/8/2020,delivered,YG7794110-P2D1
6600,912,6605,2/15/2020,delivered,BD0063911-K8B9
6600,912,6605,3/26/2020,delivered,ZY1321562-B0M4
6600,912,6605,3/9/2020,delivered,NY7494013-E0R1
6600,912,6605,1/18/2020,delivered,MC2965897-B5G7
6600,200,6605,1/3/2020,delivered,HV4565413-K5A3
6600,310,6605,4/7/2020,delivered,AU9590179-K0O4
6600,200,6605,3/24/2020,delivered,PI0819480-H0B2
6600,310,6605,1/22/2020,failed,JS7880715-Q1J1
6600,200,6605,1/10/2020,delivered,NW1849911-J0R0
6600,310,6605,3/24/2020,failed,LS7583315-S8P2
6600,310,6605,2/20/2020,delivered,HN0259197-W1A1
6600,310,6605,4/19/2020,delivered,VC3243021-D8E4
6600,912,6605,2/24/2020,failed,FO0327299-O3L5
6600,200,6605,3/9/2020,delivered,EM5562242-F2G6
6600,200,6605,3/4/2020,delivered,KN7641260-E7H3
6600,912,6605,1/4/2020,delivered,QW6420470-Q8B7
6600,912,6605,1/20/2020,delivered,JH1594010-X9K9
6600,912,6605,4/4/2020,delivered,RY3799529-I0P0
6600,912,6605,1/13/2020,delivered,AW4625226-C6L5
6600,912,6605,1/22/2020,delivered,ZX9948074-K3Q7
6600,200,6605,3/6/2020,delivered,YI7589574-Q6U1
6600,912,6605,1/4/2020,delivered,QY3349162-R6X1
6600,310,6605,3/3/2020,delivered,OX2049812-M8U7
6600,200,6605,2/15/2020,delivered,EM1542691-X8A4
6600,912,6605,1/27/2020,delivered,LT7698182-G0V4
6600,200,6605,3/22/2020,delivered,EP2267198-U4C3
6600,200,6605,4/10/2020,delivered,YU3521296-H5Q5
6600,310,6605,4/10/2020,delivered,CH0967233-R0O0
6600,200,6605,2/6/2020,delivered,NY4842789-O6V7
6600,200,6605,2/29/2020,delivered,OD2320064-K6W4
6600,912,6605,1/25/2020,delivered,YR4458793-X1K0
6600,200,6605,4/16/2020,delivered,DC4028939-U7H0
6600,200,6605,1/26/2020,delivered,EX9015736-D8N2
6600,310,6605,1/28/2020,delivered,IB1553026-L5X7
6600,310,6605,3/12/2020,delivered,NB5935795-L7S3
6600,310,6605,3/21/2020,delivered,TS9146699-S7R4
6600,200,6605,2/6/2020,delivered,MF3560906-M4K6
6600,200,6605,4/18/2020,delivered,QQ6049561-X7H6
6600,310,6605,2/23/2020,delivered,PH3597243-L8B7
6600,912,6605,3/4/2020,delivered,RY2174816-R0V1
6600,310,6605,4/14/2020,delivered,YT2101358-Z5Q6
6600,912,6605,2/20/2020,delivered,XQ8750330-A6F9
6600,912,6605,2/23/2020,delivered,OR6953310-C5X7
6600,310,6605,4/12/2020,delivered,LD1146510-I1R5
6600,912,6605,2/6/2020,delivered,VH5648655-M7G6
6600,912,6605,4/12/2020,delivered,HO9314081-A0O0
6600,200,6605,1/16/2020,delivered,KX9839911-A6Z3
6600,912,6605,4/3/2020,bounce,WH6353756-H2I8
6600,310,6605,4/7/2020,bounce,ZF3055449-E8L3
6600,200,6605,4/1/2020,delivered,JI8445987-J6O6
6600,310,6605,1/3/2020,delivered,FP6377843-J9W2
6600,200,6605,2/18/2020,delivered,RS0425561-S7A0
6600,912,6605,1/27/2020,delivered,SI3811143-Z1P5
6600,310,6605,4/10/2020,bounce,YU5354017-S4D6
6600,200,6605,2/8/2020,bounce,MJ5940788-L5B7
6600,912,6605,1/8/2020,delivered,XE0147182-G6Q1
6600,912,6605,4/19/2020,delivered,WN6516554-V1K2
6600,200,6605,3/2/2020,delivered,BG7309499-H2I7
6600,912,6605,3/4/2020,delivered,SL8848744-E1B2
6600,912,6605,1/17/2020,delivered,KB6003667-O3U8
6600,200,6605,3/11/2020,delivered,FM9784562-S5S2
6600,310,6605,3/19/2020,delivered,YL8907857-C4I7
6600,200,6605,1/1/2020,delivered,ZI7086613-M2B2
6600,200,6605,3/16/2020,delivered,ZW1462580-E6L4
6600,200,6605,3/5/2020,delivered,IS8822629-Q2N2
6600,310,6605,1/11/2020,delivered,LZ2314761-H5Q6
6600,310,6605,3/19/2020,delivered,RV3025119-L5Q5
6600,310,6605,2/5/2020,failed,VY0144037-O1F7
6600,310,6605,3/17/2020,delivered,YZ2097961-A4Y1
6600,912,6605,1/17/2020,failed,ER1184159-P0X7
6600,912,6605,2/22/2020,delivered,JC1572374-K8J7
6600,310,6605,3/10/2020,delivered,VO4841580-P7T8
6600,912,6605,2/16/2020,delivered,OZ4493253-D8F5
6600,912,6605,1/21/2020,delivered,BS9350448-R8E1
6600,912,6605,4/11/2020,delivered,VI0380646-F3Z5
6600,912,6605,4/8/2020,delivered,KV8653174-Z2T9
6600,310,6605,3/30/2020,delivered,SB7583749-E8K1
6600,912,6605,2/12/2020,delivered,UO0583208-C9R3
6600,310,6605,4/5/2020,bounce,OT9043569-M1F7
6600,912,6605,3/10/2020,failed,OE1156816-K6B8
6600,200,6605,4/14/2020,delivered,OP3985238-Y5A7
6600,200,6605,1/20/2020,delivered,WS3686069-V9K3
6600,310,6605,4/16/2020,delivered,OP0437801-E2Q1
6600,310,6605,4/18/2020,delivered,MF4041239-Y0D8
6600,200,6605,4/17/2020,delivered,IZ6365610-C9I1
6600,310,6605,3/12/2020,delivered,KQ9710010-Y8B5
6600,310,6605,4/22/2020,bounce,JT3046840-G8F2
6600,310,6605,1/22/2020,delivered,IX8441045-Q9A0
6600,310,6605,2/17/2020,delivered,NN0056493-T3X2
6600,912,6605,3/17/2020,delivered,DD3576602-E2I2
6600,310,6605,2/12/2020,delivered,JY5576118-D8F1
6600,200,6605,3/29/2020,delivered,VX9363735-U2P6
6600,310,6605,1/27/2020,delivered,TU1348820-H9R2
6600,310,6605,3/9/2020,delivered,BV0255408-X5J8
6600,200,6605,1/21/2020,delivered,SX5076342-T9Q3
6600,912,6605,4/10/2020,delivered,GN0337015-S6U7
6600,200,6605,1/18/2020,delivered,BC9667137-N6C9
6600,310,6605,4/9/2020,delivered,AP8251593-U5G1
6600,310,6605,1/24/2020,delivered,MO1211290-Q6C3
6600,912,6605,3/20/2020,delivered,GN7614474-M3A9
6600,200,6605,2/11/2020,delivered,SG3486569-H5H5
6600,310,6605,3/30/2020,delivered,YM1832348-L4H4
6600,912,6605,4/4/2020,delivered,OL8950426-G8A3
6600,912,6605,3/1/2020,delivered,PK7109996-W7A4
6600,200,6605,1/21/2020,delivered,XC6692363-T1A4
6600,310,6605,2/11/2020,delivered,TZ8619201-Q1R7
6600,912,6605,3/15/2020,delivered,VY2603315-W0Q4
6600,200,6605,3/24/2020,delivered,AM1052599-N9M5
6600,912,6605,1/21/2020,delivered,XC6641922-V6C1
6600,310,6605,2/20/2020,delivered,TA5297716-L1J4
6600,200,6605,3/21/2020,delivered,KY0682195-S2X3
6600,200,6605,4/20/2020,delivered,WZ8581202-Q2G3
6600,310,6605,2/12/2020,delivered,IG4052608-H6Y8
6600,200,6605,4/9/2020,delivered,WI9441055-K9L8
6600,310,6605,3/12/2020,delivered,ZQ2082442-P6E7
6600,912,6605,2/7/2020,delivered,LR4066125-L3A6
6600,912,6605,4/20/2020,bounce,UU9421419-T1C5
6600,912,6605,2/5/2020,delivered,EL4672082-P3S4
6600,310,6605,3/1/2020,bounce,IS6970618-C2W8
6600,912,6605,1/27/2020,delivered,BI1734985-J6V3
6600,310,6605,1/7/2020,delivered,HZ1458082-W8L9
6600,310,6605,1/11/2020,delivered,PN7002433-Y0J1
6600,912,6605,3/11/2020,delivered,UO0872460-F1F1
6600,200,6605,1/27/2020,delivered,HY0859626-T0M5
6600,912,6605,2/11/2020,delivered,GF8323905-N2E6
6600,310,6605,2/21/2020,delivered,PG5787707-K5U3
6600,912,6605,1/7/2020,delivered,BS5090182-F7T8
6600,310,6605,1/22/2020,delivered,QU9827459-Q3Y3
6600,912,6605,2/2/2020,failed,ST3210760-U3L1
6600,310,6605,3/16/2020,failed,OA4138906-B7W7
6600,200,6605,4/17/2020,delivered,FY3482486-A5T5
6600,912,6605,1/11/2020,delivered,GG3856159-G6H5
6600,310,6605,1/10/2020,delivered,RF6237192-U4Q0
6600,912,6605,2/6/2020,delivered,AB1303849-T0X4
6600,310,6605,2/19/2020,delivered,AU8017790-H0T5
6600,310,6605,1/10/2020,delivered,VN3988603-D1O3
6600,200,6605,3/19/2020,delivered,UC0138966-F7M5
6600,310,6605,1/30/2020,delivered,FK2129930-X1L2
6600,310,6605,1/6/2020,delivered,HJ5340460-U9L5
6600,912,6605,4/10/2020,delivered,LR3120634-A1P8
6600,912,6605,1/27/2020,delivered,XC3468686-V2F6
6600,912,6605,4/16/2020,delivered,HP8488777-H1P3
6600,200,6605,2/21/2020,delivered,VJ7754500-W9Q3
6600,912,6605,4/20/2020,delivered,GM1844286-Y0Y8
6600,310,6605,3/21/2020,delivered,MZ8303048-R8E4
6600,200,6605,1/1/2020,delivered,LX1993445-J6X3
6600,912,6605,1/29/2020,delivered,VV1158656-M5A9
6600,200,6605,1/15/2020,delivered,LP2581211-D9S1
6600,200,6605,2/6/2020,delivered,LY4995589-P1G2
6600,912,6605,2/26/2020,delivered,OP5875866-M5Q1
6600,200,6605,1/3/2020,delivered,CP1348603-T9W0
6600,200,6605,3/28/2020,delivered,XQ8172242-A0M6
6600,310,6605,2/7/2020,delivered,KN3220319-F1K7
6600,310,6605,3/23/2020,delivered,JG0924134-J9Q2
6600,912,6605,2/16/2020,delivered,JN5824576-S8S4
6600,310,6605,3/19/2020,delivered,ND7649301-I5M9
6600,310,6605,2/3/2020,bounce,QG1903042-M8U8
6600,200,6605,3/15/2020,delivered,EA6330465-M8M6
6600,200,6605,2/27/2020,delivered,YN3090594-D8B0
6600,912,6605,1/27/2020,delivered,SI3187072-Z0V5
6600,200,6605,4/15/2020,bounce,FM4658690-V2P5
6600,310,6605,4/15/2020,delivered,VM9896793-L2X9
6600,200,6605,1/2/2020,delivered,BJ8982978-E7T5
6600,912,6605,3/31/2020,delivered,FQ1985932-P7M3
6600,200,6605,4/2/2020,delivered,JL9056758-U3R0
6600,912,6605,2/25/2020,delivered,RZ5204460-J3C2
6600,200,6605,1/10/2020,failed,GF6264205-U6D5
6600,310,6605,3/13/2020,delivered,QF5817408-E2U4
6600,310,6605,3/27/2020,delivered,RF2708149-L7I0
6600,310,6605,4/9/2020,delivered,HO5337722-G5M5
6600,912,6605,2/10/2020,delivered,EI2298420-B4O7
6600,200,6605,1/11/2020,delivered,DI9762279-R8E5
6600,912,6605,3/10/2020,delivered,FT0378777-S9G7
6600,912,6605,4/9/2020,delivered,HR8388703-T7P7
