developer,project,lender,date,status,account
1510,4,1513,1/7/2020,failed,WJ6965544-O3K3
1510,4,1513,1/28/2020,delivered,XM8056243-T6V5
1510,4,1513,2/16/2020,bounce,TK5559752-O2I7
1510,4,1514,1/29/2020,delivered,OR1065298-C5Z5
1510,4,1511,2/28/2020,delivered,TX2910389-Z2C7
1510,4,1511,2/16/2020,failed,FU5273852-Z6D6
1510,4,1510,1/29/2020,bounce,CW4741841-X7Z3
1510,4,1511,4/20/2020,delivered,QF0405688-N1V6
1510,4,1513,1/20/2020,delivered,GP8186058-O8W3
1510,4,1510,1/22/2020,delivered,ZR0278352-O5Z2
1510,4,1513,1/13/2020,delivered,HT9256463-A1G7
1510,4,1510,4/11/2020,bounce,YZ8010747-R9Z0
1510,4,1510,4/21/2020,delivered,GE8878121-E4K4
1510,4,1510,4/18/2020,delivered,RK1699722-U3D4
1510,4,1510,2/29/2020,delivered,JN8007169-C0L4
1510,4,1513,2/21/2020,delivered,CH8990890-Z8S2
1510,4,1510,2/8/2020,delivered,TB9993314-Q4D6
1510,4,1513,3/9/2020,failed,QF1923207-R5C7
1510,4,1514,2/8/2020,delivered,WZ9107923-Z9O3
1510,4,1511,3/6/2020,bounce,WI6443077-N7F0
1510,4,1510,3/10/2020,delivered,VQ4223329-H6M0
1510,4,1511,2/20/2020,delivered,GV5069629-Y0E1
1510,4,1511,1/28/2020,delivered,NA0155092-N0B7
1510,4,1511,4/17/2020,delivered,RU7431765-O0Y1
1510,4,1513,4/6/2020,delivered,TO3609628-Z1B7
1510,4,1510,1/8/2020,delivered,OH2996624-M5T0
1510,4,1511,3/2/2020,delivered,SA2284310-U9E5
1510,4,1513,4/22/2020,delivered,MO0580771-I2M6
1510,4,1510,3/17/2020,delivered,RP4726294-W2X3
1510,4,1510,2/7/2020,delivered,IN4159912-X3S3
1510,4,1510,3/19/2020,delivered,ZB9957029-G2F6
1510,4,1514,1/30/2020,delivered,JW0201913-I5Z2
1510,4,1514,2/18/2020,delivered,OX4124439-O7U8
1510,4,1510,1/23/2020,delivered,HL6393744-E4V9
1510,4,1510,1/9/2020,delivered,MF0586804-H0V5
1510,4,1511,2/8/2020,delivered,CI3492634-N8W2
1510,4,1510,2/22/2020,delivered,NX3066809-W5Z9
1510,4,1510,3/8/2020,delivered,AK2583481-F3Z6
1510,4,1513,2/23/2020,delivered,FD2336639-M9R6
1510,4,1514,3/14/2020,delivered,WL1198732-H6M2
1510,4,1511,4/15/2020,delivered,EJ3909287-E4A2
1510,4,1514,1/9/2020,delivered,XO1905224-Y6H5
1510,4,1510,4/11/2020,delivered,RI1233808-G7Q7
1510,4,1514,3/10/2020,delivered,RT1376661-C0N1
1510,4,1510,2/29/2020,delivered,RB4199592-E4O4
1510,4,1513,3/23/2020,delivered,ZH0033863-Z3I5
1510,4,1511,1/14/2020,delivered,MQ6334478-T6R9
1510,4,1510,3/16/2020,delivered,EB4501466-R3I8
1510,4,1513,4/16/2020,delivered,IY3359875-B5V4
1510,4,1514,3/7/2020,delivered,MA8664661-C3L4
1510,4,1513,2/23/2020,delivered,AG9315674-Q1A9
1510,4,1513,3/10/2020,delivered,BV7123387-D3H9
1510,4,1510,3/23/2020,delivered,LX2692922-Q7O1
1510,4,1513,3/22/2020,delivered,UI7106059-U8D2
1510,4,1513,4/21/2020,delivered,DP6854736-J3P3
1510,4,1511,2/21/2020,delivered,MU2432454-T3C2
1510,4,1510,4/22/2020,failed,RU6873494-G8K1
1510,4,1514,1/10/2020,bounce,QI0126718-V9S8
1510,4,1511,2/15/2020,delivered,OB4323318-M7L0
1510,4,1510,3/10/2020,delivered,QJ8806208-U3Q5
1510,4,1510,4/2/2020,delivered,RE5317919-B3H5
1510,4,1513,3/4/2020,delivered,PE7544351-P3C1
1510,4,1510,2/8/2020,delivered,IO2182113-I3A5
1510,4,1513,4/13/2020,failed,JI7216428-Y3P5
1510,4,1514,3/20/2020,delivered,NU3212675-E9K4
1510,4,1511,3/8/2020,delivered,WA5905498-O9R8
1510,4,1514,4/19/2020,delivered,IV6670006-U9H2
1510,4,1511,1/9/2020,delivered,SS1830929-D5P3
1510,4,1513,4/18/2020,delivered,BE4812013-W5X4
1510,4,1513,2/24/2020,delivered,RD2999967-O6V3
1510,4,1510,1/20/2020,delivered,YS7335623-I6C8
1510,4,1511,3/14/2020,delivered,CC1721551-C9M7
1510,4,1511,4/5/2020,delivered,BD6303931-B5P2
1510,4,1511,1/1/2020,failed,TP4166313-G2S8
1510,4,1510,2/8/2020,delivered,NC2794999-Z5G1
1510,4,1513,3/5/2020,delivered,DX1421542-P9O9
1510,4,1511,3/10/2020,delivered,ID6323603-T4C2
1510,4,1513,3/14/2020,delivered,MX3880405-S4N4
1510,4,1510,1/30/2020,failed,XQ8346007-V4A6
1510,4,1510,2/11/2020,delivered,OO3134551-Z8I8
1510,4,1513,3/10/2020,delivered,HB0781357-N3F0
1510,4,1514,4/15/2020,delivered,DU6134925-K0U5
1510,4,1510,2/22/2020,delivered,NM3060042-N1U0
1510,4,1510,2/14/2020,bounce,OS1612153-T4Z4
1510,4,1514,1/23/2020,delivered,CW6140225-E8S2
1510,4,1514,3/31/2020,delivered,LG6288754-S6N7
1510,4,1511,1/8/2020,delivered,GM8418937-J7Q4
1510,4,1514,2/26/2020,delivered,SH6766669-H9A4
1510,4,1513,3/7/2020,delivered,TR1272707-B9X7
1510,4,1510,3/3/2020,delivered,AW3572734-F9S8
1510,4,1510,1/20/2020,delivered,QJ1813712-G0I9
1510,4,1513,2/20/2020,delivered,TF7548073-Y9Z2
1510,4,1510,3/19/2020,delivered,CP5310872-P5O3
1510,4,1513,4/22/2020,bounce,MV5973328-V8C9
1510,4,1513,2/12/2020,delivered,ZT1570131-D6T6
1510,4,1511,1/16/2020,delivered,GC3703134-T9G8
1510,4,1511,3/15/2020,bounce,YP5005846-R0L6
1510,4,1514,3/17/2020,delivered,MX1769358-X4G4
1510,4,1510,2/5/2020,delivered,TR4538132-P2J6
1510,4,1511,1/3/2020,delivered,QQ4221608-S7H7
1510,4,1513,2/17/2020,delivered,KH8337560-P9N3
1510,4,1513,3/7/2020,delivered,MB9013007-P8P6
1510,4,1511,1/29/2020,delivered,VJ0308841-J4G0
1510,4,1511,4/17/2020,delivered,GH6581216-M7F2
1510,4,1513,3/29/2020,delivered,GL7839799-F3J7
1510,4,1513,2/29/2020,delivered,IV5486681-I2T5
1510,4,1511,3/28/2020,delivered,XQ0950976-J8X0
1510,4,1511,3/9/2020,bounce,CX7723024-W7R0
1510,4,1510,1/11/2020,delivered,UJ5971486-D1V3
1510,4,1511,3/2/2020,delivered,BA5621886-J4E5
1510,4,1510,1/9/2020,delivered,VF9304346-M5V3
1510,4,1510,4/10/2020,delivered,PY9361476-J6V0
1510,4,1514,2/11/2020,delivered,KY8784916-F0Z5
1510,4,1514,3/5/2020,delivered,IZ3759218-B5H2
1510,4,1513,1/28/2020,delivered,CF6370915-M3U5
1510,4,1514,1/18/2020,failed,MT9553597-Q2I7
1510,4,1511,3/26/2020,delivered,OE0870208-K1J9
1510,4,1514,2/24/2020,delivered,YI5985231-E2Y4
1510,4,1514,1/15/2020,delivered,JJ8043824-M3I5
1510,4,1510,4/18/2020,delivered,FL9235149-U7E9
1510,4,1510,1/1/2020,delivered,EM9273564-W7Y4
1510,4,1513,2/25/2020,delivered,SA2609602-B6T7
1510,4,1513,3/13/2020,delivered,EO0906222-G2I7
1510,4,1510,4/6/2020,delivered,MS1722758-J2F7
1510,4,1514,3/11/2020,delivered,PZ0411335-X9F3
1510,4,1510,1/30/2020,delivered,XJ5279955-I1I4
1510,4,1511,3/11/2020,delivered,OV0341971-P0C2
1510,4,1513,3/8/2020,delivered,KX8171369-F9K0
1510,4,1513,3/3/2020,delivered,AO6085534-X5S8
1510,4,1514,2/11/2020,failed,LU6926382-O2I8
1510,4,1511,2/2/2020,delivered,TQ9491571-D6T7
1510,4,1511,2/9/2020,delivered,BV0079385-P4R3
1510,4,1510,2/16/2020,delivered,QS7232436-B5O0
1510,4,1513,3/5/2020,delivered,XD1831849-M9K0
1510,4,1513,1/22/2020,failed,QH3094297-B9U4
1510,4,1514,3/27/2020,delivered,BV7709611-X9T3
1510,4,1514,1/15/2020,delivered,XU3332161-K2F2
1510,4,1513,3/3/2020,delivered,GT5229198-M2H4
1510,4,1511,2/12/2020,delivered,TN4078115-D4K6
1510,4,1511,2/24/2020,delivered,OF2318926-X5C3
1510,4,1510,4/14/2020,bounce,RS4470905-S2C2
1510,4,1510,2/21/2020,delivered,FX0198197-D1A2
1510,4,1511,1/26/2020,delivered,PI2700804-E0B8
1510,4,1513,2/19/2020,failed,QZ1604707-G0B4
1510,4,1511,1/24/2020,delivered,FE3755214-P9C8
1510,4,1510,1/5/2020,delivered,CX0545322-L3S1
1510,4,1511,1/22/2020,failed,OI8758746-F7Z7
1510,4,1511,2/27/2020,delivered,ME9727077-N2Z9
1510,4,1511,2/4/2020,delivered,BU8061677-N5T3
1510,4,1511,3/27/2020,delivered,OY4956191-G8X6
1510,4,1513,1/23/2020,delivered,AQ8392961-Q6L9
1510,4,1511,3/23/2020,delivered,BR1253684-P2Y2
1510,4,1513,1/5/2020,delivered,TR8595874-H6H8
1510,4,1514,4/1/2020,delivered,XM1360626-D8M0
1510,4,1510,2/20/2020,delivered,EQ2133946-N1I3
1510,4,1510,3/19/2020,delivered,SI7241241-J8X4
1510,4,1511,2/27/2020,delivered,WN5196860-G7S8
1510,4,1514,1/29/2020,delivered,LP6811451-B3D3
1510,4,1514,1/30/2020,delivered,US1273893-M4T5
1510,4,1511,3/1/2020,delivered,BW0250450-D4T1
1510,4,1511,2/20/2020,delivered,WL3023391-W9L8
1510,4,1511,1/31/2020,delivered,LN5757714-C5I5
1510,4,1511,4/2/2020,delivered,YS2396158-M9V6
1510,4,1511,1/10/2020,delivered,BU4162102-J1D5
1510,4,1514,3/1/2020,delivered,RS1088372-A2R9
1510,4,1511,2/22/2020,delivered,HD2305975-V3D2
1510,4,1514,2/9/2020,bounce,DT3450388-S7U2
1510,4,1511,2/10/2020,delivered,BM9461672-I9C2
1510,4,1511,2/17/2020,delivered,OZ9183611-T0B1
1510,4,1514,3/31/2020,delivered,GX4340998-K3A3
1510,4,1511,2/20/2020,delivered,WS8354832-E4T0
1510,4,1513,3/21/2020,delivered,CN5428141-E9M5
1510,4,1510,4/3/2020,delivered,SU0299604-N8R2
1510,4,1514,2/21/2020,bounce,GU4150995-L5J6
1510,4,1511,3/22/2020,delivered,JW0782377-T3Y8
1510,4,1511,2/4/2020,delivered,ZU6365553-B3L3
1510,4,1513,1/4/2020,delivered,MF0731823-K0N4
1510,4,1514,4/14/2020,delivered,UC8209142-E9Z4
1510,4,1511,1/10/2020,delivered,HR5685023-G2A1
1510,4,1513,3/24/2020,delivered,XO2094950-A4U9
1510,4,1513,2/1/2020,delivered,RO2493931-U1F3
1510,4,1510,3/3/2020,delivered,QZ0989459-H8C4
1510,4,1511,3/6/2020,delivered,JU1694318-K8Z4
1510,4,1514,4/6/2020,delivered,QL7916761-D7B6
1510,4,1511,4/8/2020,delivered,KB0764951-Y9O3
1510,4,1513,4/6/2020,delivered,ML5714864-U8M7
1510,4,1513,4/16/2020,bounce,ZD6268084-K3N2
1510,4,1510,3/18/2020,delivered,CS0614026-R4T5
1510,4,1513,1/24/2020,delivered,PN4701620-S8B1
1510,4,1511,3/3/2020,delivered,VG8965761-T9G9
1510,4,1511,1/20/2020,delivered,BT3265992-S8E5
1510,4,1510,4/8/2020,delivered,RF0690530-H9T3
1510,4,1514,3/26/2020,delivered,FY9829429-V7E2
1510,4,1514,1/14/2020,delivered,MA3475521-J3I6
1510,4,1510,1/9/2020,delivered,EJ8408813-A3Q2
1510,4,1513,2/1/2020,delivered,RH3838893-L0U8
1510,4,1514,3/16/2020,delivered,MZ5457114-O0U1
1510,4,1510,1/29/2020,delivered,VZ6869279-N1W1
1510,4,1511,3/31/2020,delivered,YZ4026974-W9S1
1510,4,1510,2/19/2020,delivered,IQ7059221-E1G7
1510,4,1514,3/14/2020,delivered,JC7892890-H9I7
1510,4,1511,1/7/2020,delivered,KH3668452-L5U2
1510,4,1514,3/7/2020,delivered,XC0614846-Y1P2
1510,4,1514,3/18/2020,delivered,TL3346421-S6X8
1510,4,1514,1/12/2020,delivered,XY1557510-W5N6
1510,4,1510,1/28/2020,bounce,PY6534173-U1L3
1510,4,1511,1/4/2020,delivered,PE1905946-U3W4
1510,4,1513,4/14/2020,delivered,RS3307075-D2O4
1510,4,1514,1/29/2020,delivered,LS4546191-N5F1
1510,4,1510,3/5/2020,bounce,LE0968082-Y6E3
1510,4,1510,3/2/2020,delivered,QF3354241-Z4J1
1510,4,1510,4/22/2020,bounce,IF2281657-B6Y1
1510,4,1510,1/17/2020,delivered,UY3297692-T1N2
1510,4,1511,3/14/2020,delivered,OW4566799-Y4U7
1510,4,1514,4/10/2020,delivered,RU3989108-Z4Z3
1510,4,1514,1/15/2020,failed,WJ3772277-Q7S3
1510,4,1513,2/18/2020,delivered,MQ3478539-A2P8
1510,4,1514,3/11/2020,delivered,GB3415410-W9P4
1510,4,1511,2/23/2020,delivered,ER0321231-K6A1
1510,4,1510,4/13/2020,delivered,AS9007443-N7M4
1510,4,1511,1/9/2020,bounce,ZQ1298647-D8P3
1510,4,1513,1/10/2020,delivered,RI3753281-I1J9
1510,4,1511,3/21/2020,delivered,RK1003071-H4E1
1510,4,1511,2/23/2020,bounce,TH5739862-E0I4
1510,4,1514,4/10/2020,delivered,NQ9103020-T0M7
1510,4,1510,3/30/2020,delivered,KY7829962-D2H3
1510,4,1514,4/22/2020,delivered,XA5001742-P1N3
1510,4,1510,3/15/2020,delivered,CR7232120-H6X4
1510,4,1510,1/15/2020,delivered,EH7380951-P7S5
1510,4,1513,3/18/2020,delivered,DP4641761-F4X8
1510,4,1510,4/15/2020,delivered,NF6040410-F4W8
1510,4,1510,4/3/2020,delivered,KF8943762-A3A9
1510,4,1511,4/4/2020,delivered,DE9575962-R6V1
1510,4,1513,3/27/2020,delivered,NR4068983-T4S5
1510,4,1514,3/20/2020,delivered,TM3871759-C0E7
1510,4,1513,2/16/2020,bounce,TZ7803765-U0B4
1510,4,1514,1/21/2020,delivered,JN4436450-C2V0
1510,4,1510,2/27/2020,delivered,SN8149265-Y5S8
1510,4,1511,3/17/2020,failed,AH1326656-A5D5
1510,4,1511,3/8/2020,delivered,PS0922584-C4K4
1510,4,1511,2/26/2020,failed,CK9455357-N1I6
1510,4,1514,3/29/2020,delivered,WI1085125-Q2Y5
1510,4,1511,2/17/2020,delivered,HC2730317-T2O7
1510,4,1513,3/28/2020,delivered,HD8982279-H0M9
1510,4,1513,4/10/2020,delivered,IM7694830-Z7L8
1510,4,1513,3/11/2020,delivered,RK7485036-I3V9
1510,4,1514,2/13/2020,delivered,CD3688426-J4E3
1510,4,1511,2/17/2020,delivered,EY3633869-X5M8
1510,4,1511,4/20/2020,delivered,NC7361730-P2D6
